Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Collection_time,colony_height_m,colony_width1,colony_width2,concatenated_date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Depth,env_broad_scale,env_local_scale,env_medium,Experiment,field_host_genus_id,field_host_species_id,FileName_Forward,FileName_Reverse,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,individual_sample_name,Instrument,isol_growth_condt,isolate,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,parent_colony,Platform,ReleaseDate,create_date,version,Sample Name,sampling_reef_name_detail,sampling_reef_name,SRA Study,status,Substrate,tag_color,tag_number,temperature,Transplant_YN,Transplantation_status,Transplanted_from,transplanted_to,visibility_m,survivorship
SRR12022476,AMPLICON,502,38300090,PRJNA639618,SAMN15241402,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",26354408,THE PENNSYLVANIA STATE UNIVERSITY,2017-04-30,1904-01-01T11:40:00,90,90,140,20170430,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4.4,coral reef,not applicable,tissue,SRX8554484,Orbicella,faveolata,C-871_S168_L001_R1_001.fastq.gz,C-871_S168_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Varadero reef",Orbicella faveolata,E19.Orbi.fav.Vro.20170430.T,Illumina MiSeq,not applicable,not applicable,10.3064722 N 75.5855556 W,E19.Orbi.fav.VNA.NA.20170430.T.C871,PAIRED,PCR,GENOMIC,coral metagenome,NA,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:37:00Z,1,C871,Varadero,Varadero,SRP267486,NA,Rubble,NA,NA,30,n,NA,NA,NA,14,NA
SRR12022477,AMPLICON,502,49666876,PRJNA639618,SAMN15241401,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",32786483,THE PENNSYLVANIA STATE UNIVERSITY,2017-04-30,1904-01-01T09:30:00,14,18,14,20170430,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",3.5,coral reef,not applicable,tissue,SRX8554483,Siderastrea,siderea,C-870_S50_L001_R1_001.fastq.gz,C-870_S50_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Varadero reef",Siderastrea siderea,E19.Side.sid.Vro.20170430.T,Illumina MiSeq,not applicable,not applicable,10.3064722 N 75.5855556 W,E19.Side.sid.VNA.NA.20170430.T.C870,PAIRED,PCR,GENOMIC,coral metagenome,NA,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:37:00Z,1,C870,Varadero,Varadero,SRP267486,NA,Rubble,NA,NA,29,n,NA,NA,NA,13,NA
SRR12022478,AMPLICON,502,47332576,PRJNA639618,SAMN15241400,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",32906883,THE PENNSYLVANIA STATE UNIVERSITY,2017-04-30,1904-01-01T09:21:00,70,230,180,20170430,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",3.1,coral reef,not applicable,tissue,SRX8554482,Orbicella,faveolata,C-869_S167_L001_R1_001.fastq.gz,C-869_S167_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Varadero reef",Orbicella faveolata,E19.Orbi.fav.Vro.20170430.T,Illumina MiSeq,not applicable,not applicable,10.3064722 N 75.5855556 W,E19.Orbi.fav.VNA.NA.20170430.T.C869,PAIRED,PCR,GENOMIC,coral metagenome,NA,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:37:00Z,1,C869,Varadero,Varadero,SRP267486,NA,Reef,NA,NA,29,n,NA,NA,NA,13,NA
SRR12022479,AMPLICON,502,42970698,PRJNA639618,SAMN15241399,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",28637266,THE PENNSYLVANIA STATE UNIVERSITY,2017-04-30,1904-01-01T09:09:00,3,12,11,20170430,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",3.7,coral reef,not applicable,tissue,SRX8554481,Siderastrea,siderea,C-868_S49_L001_R1_001.fastq.gz,C-868_S49_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Varadero reef",Siderastrea siderea,E19.Side.sid.Vro.20170430.T,Illumina MiSeq,not applicable,not applicable,10.3064722 N 75.5855556 W,E19.Side.sid.VNA.NA.20170430.T.C868,PAIRED,PCR,GENOMIC,coral metagenome,NA,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:37:00Z,1,C868,Varadero,Varadero,SRP267486,NA,Reef,NA,NA,29,n,NA,NA,NA,13,NA
SRR12022480,AMPLICON,502,55492586,PRJNA639618,SAMN15241398,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",37825132,THE PENNSYLVANIA STATE UNIVERSITY,2017-04-30,1904-01-01T09:03:00,30,60,65,20170430,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",3.2,coral reef,not applicable,tissue,SRX8554480,Orbicella,faveolata,C-867_S166_L001_R1_001.fastq.gz,C-867_S166_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Varadero reef",Orbicella faveolata,E19.Orbi.fav.Vro.20170430.T,Illumina MiSeq,not applicable,not applicable,10.3064722 N 75.5855556 W,E19.Orbi.fav.VNA.NA.20170430.T.C867,PAIRED,PCR,GENOMIC,coral metagenome,NA,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:37:00Z,1,C867,Varadero,Varadero,SRP267486,NA,Rubble,NA,NA,29,n,NA,NA,NA,13,NA
SRR12022481,AMPLICON,502,26379096,PRJNA639618,SAMN15241397,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",17962471,THE PENNSYLVANIA STATE UNIVERSITY,2017-04-30,1904-01-01T08:50:00,2,6,3,20170430,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",3.3,coral reef,not applicable,tissue,SRX8554479,Siderastrea,siderea,C-866_S48_L001_R1_001.fastq.gz,C-866_S48_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Varadero reef",Siderastrea siderea,E19.Side.sid.Vro.20170430.T,Illumina MiSeq,not applicable,not applicable,10.3064722 N 75.5855556 W,E19.Side.sid.VNA.NA.20170430.T.C866,PAIRED,PCR,GENOMIC,coral metagenome,NA,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:37:00Z,1,C866,Varadero,Varadero,SRP267486,NA,Dead coral,NA,NA,29,n,NA,NA,NA,13,NA
SRR12022482,AMPLICON,502,22129666,PRJNA639618,SAMN15241396,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",14757334,THE PENNSYLVANIA STATE UNIVERSITY,2017-04-30,1904-01-01T08:43:00,85,100,150,20170430,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",4,coral reef,not applicable,tissue,SRX8554478,Orbicella,faveolata,C-865_S165_L001_R1_001.fastq.gz,C-865_S165_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Varadero reef",Orbicella faveolata,E19.Orbi.fav.Vro.20170430.T,Illumina MiSeq,not applicable,not applicable,10.3064722 N 75.5855556 W,E19.Orbi.fav.VNA.NA.20170430.T.C865,PAIRED,PCR,GENOMIC,coral metagenome,NA,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:37:00Z,1,C865,Varadero,Varadero,SRP267486,NA,Rubble,NA,NA,29,n,NA,NA,NA,13,NA
SRR12022483,AMPLICON,502,31923184,PRJNA639618,SAMN15241395,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",21565701,THE PENNSYLVANIA STATE UNIVERSITY,2017-04-29,1904-01-01T15:02:00,1,5,3,20170429,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",3,coral reef,not applicable,tissue,SRX8554477,orbicella,faveolata,C-864_S47_L001_R1_001.fastq.gz,C-864_S47_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Mouth of Cartagena Bay\, transplant platform",Orbicella faveolata,E19.orbi.fav.C38.pos.20170429.T,Illumina MiSeq,not applicable,not applicable,10.3012500 N 75.5773611 W,E19.orbi.fav.C38.pos.20170429.T.C864,PAIRED,PCR,GENOMIC,coral metagenome,Varadero_36,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:37:00Z,1,C864,Cartagena_Bay,Cartagena_Bay,SRP267486,Varadero_Cartagena_Bay,transplant_platform,yellow,38,30,y,posttransplantation,Varadero,Cartagena_Bay,2.5,alive
SRR12022484,AMPLICON,502,27056796,PRJNA639618,SAMN15241394,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",18162701,THE PENNSYLVANIA STATE UNIVERSITY,2017-04-29,1904-01-01T14:58:00,1,5,3,20170429,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",3,coral reef,not applicable,tissue,SRX8554476,orbicella,faveolata,C-863_S46_L001_R1_001.fastq.gz,C-863_S46_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Mouth of Cartagena Bay\, transplant platform",Orbicella faveolata,E19.orbi.fav.C68.pos.20170429.T,Illumina MiSeq,not applicable,not applicable,10.3012500 N 75.5773611 W,E19.orbi.fav.C68.pos.20170429.T.C863,PAIRED,PCR,GENOMIC,coral metagenome,Varadero_66,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:37:00Z,1,C863,Cartagena_Bay,Cartagena_Bay,SRP267486,Varadero_Cartagena_Bay,transplant_platform,yellow,68,30,y,posttransplantation,Varadero,Cartagena_Bay,2.5,alive
SRR12022485,AMPLICON,302,19023282,PRJNA639618,SAMN15241178,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",7177583,THE PENNSYLVANIA STATE UNIVERSITY,2016-10-14,1904-01-01T10:00:00,1,4,5,20161014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",3.5,coral reef,not applicable,tissue,SRX8554475,Orbicella,faveolata,C625_S135_L001_R1_001.fastq.gz,C625_S135_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Varadero reef\, transplant platform",Orbicella faveolata,E18.Orbi.fav.V63.pre.20161014.T,Illumina MiSeq,not applicable,not applicable,10.3064722 N 75.5855556 W,E18.Orbi.fav.V63.pre.20161014.T.C625,PAIRED,PCR,GENOMIC,coral metagenome,Varadero_61,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:37:00Z,1,C625,Varadero,Varadero,SRP267486,Varadero_pretransplantation,transplant_platform,yellow,63,30,y,pretransplantation,Varadero,pretransplantation,10,alive
SRR12022486,AMPLICON,502,29283668,PRJNA639618,SAMN15241393,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",19759439,THE PENNSYLVANIA STATE UNIVERSITY,2017-04-29,1904-01-01T14:52:00,1,5,3,20170429,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",3,coral reef,not applicable,tissue,SRX8554474,orbicella,faveolata,C-862_S45_L001_R1_001.fastq.gz,C-862_S45_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Mouth of Cartagena Bay\, transplant platform",Orbicella faveolata,E19.orbi.fav.C18.pos.20170429.T,Illumina MiSeq,not applicable,not applicable,10.3012500 N 75.5773611 W,E19.orbi.fav.C18.pos.20170429.T.C862,PAIRED,PCR,GENOMIC,coral metagenome,Varadero_16,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:37:00Z,1,C862,Cartagena_Bay,Cartagena_Bay,SRP267486,Varadero_Cartagena_Bay,transplant_platform,yellow,18,30,y,posttransplantation,Varadero,Cartagena_Bay,2.5,alive
SRR12022487,AMPLICON,502,53435892,PRJNA639618,SAMN15241392,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",36292417,THE PENNSYLVANIA STATE UNIVERSITY,2017-04-29,1904-01-01T14:49:00,1,5,3,20170429,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",3,coral reef,not applicable,tissue,SRX8554473,orbicella,faveolata,C-861_S44_L001_R1_001.fastq.gz,C-861_S44_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Mouth of Cartagena Bay\, transplant platform",Orbicella faveolata,E19.orbi.fav.C33.pos.20170429.T,Illumina MiSeq,not applicable,not applicable,10.3012500 N 75.5773611 W,E19.orbi.fav.C33.pos.20170429.T.C861,PAIRED,PCR,GENOMIC,coral metagenome,Varadero_31,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:37:00Z,1,C861,Cartagena_Bay,Cartagena_Bay,SRP267486,Varadero_Cartagena_Bay,transplant_platform,yellow,33,30,y,posttransplantation,Varadero,Cartagena_Bay,2.5,alive
SRR12022488,AMPLICON,502,24658240,PRJNA639618,SAMN15241391,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",16417654,THE PENNSYLVANIA STATE UNIVERSITY,2017-04-29,1904-01-01T14:45:00,1,5,3,20170429,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",3,coral reef,not applicable,tissue,SRX8554472,orbicella,faveolata,C-860_S164_L001_R1_001.fastq.gz,C-860_S164_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Mouth of Cartagena Bay\, transplant platform",Orbicella faveolata,E19.orbi.fav.C53.pos.20170429.T,Illumina MiSeq,not applicable,not applicable,10.3012500 N 75.5773611 W,E19.orbi.fav.C53.pos.20170429.T.C860,PAIRED,PCR,GENOMIC,coral metagenome,Rosario_51,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:37:00Z,1,C860,Cartagena_Bay,Cartagena_Bay,SRP267486,Rosario_Cartagena_Bay,transplant_platform,orange,53,30,y,posttransplantation,Rosario,Cartagena_Bay,2.5,alive
SRR12022489,AMPLICON,502,34929160,PRJNA639618,SAMN15241390,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",23567088,THE PENNSYLVANIA STATE UNIVERSITY,2017-04-29,1904-01-01T14:41:00,1,5,3,20170429,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",3,coral reef,not applicable,tissue,SRX8554471,orbicella,faveolata,C-859_S43_L001_R1_001.fastq.gz,C-859_S43_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Mouth of Cartagena Bay\, transplant platform",Orbicella faveolata,E19.orbi.fav.C?73?.pos.20170429.T,Illumina MiSeq,not applicable,not applicable,10.3012500 N 75.5773611 W,E19.orbi.fav.C?73?.pos.20170429.T.C859,PAIRED,PCR,GENOMIC,coral metagenome,Unsure,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:37:00Z,1,C859,Cartagena_Bay,Cartagena_Bay,SRP267486,Rosario_Cartagena_Bay,transplant_platform,orange,?73?,30,y,posttransplantation,Rosario,Cartagena_Bay,2.5,alive
SRR12022490,AMPLICON,502,32314242,PRJNA639618,SAMN15241389,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",21701172,THE PENNSYLVANIA STATE UNIVERSITY,2017-04-29,1904-01-01T14:36:00,1,5,3,20170429,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",3,coral reef,not applicable,tissue,SRX8554470,orbicella,faveolata,C-858_S42_L001_R1_001.fastq.gz,C-858_S42_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Mouth of Cartagena Bay\, transplant platform",Orbicella faveolata,E19.orbi.fav.C04.pos.20170429.T,Illumina MiSeq,not applicable,not applicable,10.3012500 N 75.5773611 W,E19.orbi.fav.C4.pos.20170429.T.C858,PAIRED,PCR,GENOMIC,coral metagenome,Varadero_01,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:37:00Z,1,C858,Cartagena_Bay,Cartagena_Bay,SRP267486,Varadero_Cartagena_Bay,transplant_platform,yellow,4,30,y,posttransplantation,Varadero,Cartagena_Bay,2.5,alive
SRR12022491,AMPLICON,502,21709994,PRJNA639618,SAMN15241388,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",14502625,THE PENNSYLVANIA STATE UNIVERSITY,2017-04-29,1904-01-01T14:30:00,1,5,3,20170429,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",3,coral reef,not applicable,tissue,SRX8554469,orbicella,faveolata,C-857_S41_L001_R1_001.fastq.gz,C-857_S41_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Mouth of Cartagena Bay\, transplant platform",Orbicella faveolata,E19.orbi.fav.C64.pos.20170429.T,Illumina MiSeq,not applicable,not applicable,10.3012500 N 75.5773611 W,E19.orbi.fav.C64.pos.20170429.T.C857,PAIRED,PCR,GENOMIC,coral metagenome,Varadero_61,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:37:00Z,1,C857,Cartagena_Bay,Cartagena_Bay,SRP267486,Varadero_Cartagena_Bay,transplant_platform,yellow,64,30,y,posttransplantation,Varadero,Cartagena_Bay,2.5,alive
SRR12022492,AMPLICON,502,31261548,PRJNA639618,SAMN15241387,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",20991778,THE PENNSYLVANIA STATE UNIVERSITY,2017-04-29,1904-01-01T14:25:00,1,5,3,20170429,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",3,coral reef,not applicable,tissue,SRX8554468,orbicella,faveolata,C-856_S40_L001_R1_001.fastq.gz,C-856_S40_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Mouth of Cartagena Bay\, transplant platform",Orbicella faveolata,E19.orbi.fav.C28.pos.20170429.T,Illumina MiSeq,not applicable,not applicable,10.3012500 N 75.5773611 W,E19.orbi.fav.C28.pos.20170429.T.C856,PAIRED,PCR,GENOMIC,coral metagenome,Varadero_26,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:37:00Z,1,C856,Cartagena_Bay,Cartagena_Bay,SRP267486,Varadero_Cartagena_Bay,transplant_platform,yellow,28,30,y,posttransplantation,Varadero,Cartagena_Bay,2.5,alive
SRR12022493,AMPLICON,502,30946794,PRJNA639618,SAMN15241386,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",20708514,THE PENNSYLVANIA STATE UNIVERSITY,2017-04-29,1904-01-01T14:28:00,1,5,3,20170429,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",3.3,coral reef,not applicable,tissue,SRX8554467,orbicella,faveolata,C-855_S163_L001_R1_001.fastq.gz,C-855_S163_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Mouth of Cartagena Bay\, transplant platform",Orbicella faveolata,E19.orbi.fav.C48.pos.20170429.T,Illumina MiSeq,not applicable,not applicable,10.3012500 N 75.5773611 W,E19.orbi.fav.C48.pos.20170429.T.C855,PAIRED,PCR,GENOMIC,coral metagenome,Varadero_46,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:37:00Z,1,C855,Cartagena_Bay,Cartagena_Bay,SRP267486,Varadero_Cartagena_Bay,transplant_platform,yellow,48,31,y,posttransplantation,Varadero,Cartagena_Bay,2.5,alive
SRR12022494,AMPLICON,502,32696264,PRJNA639618,SAMN15241385,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",22030544,THE PENNSYLVANIA STATE UNIVERSITY,2017-04-29,1904-01-01T14:25:00,1,5,3,20170429,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",3.3,coral reef,not applicable,tissue,SRX8554466,orbicella,faveolata,C-854_S39_L001_R1_001.fastq.gz,C-854_S39_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Mouth of Cartagena Bay\, transplant platform",Orbicella faveolata,E19.orbi.fav.C44.pos.20170429.T,Illumina MiSeq,not applicable,not applicable,10.3012500 N 75.5773611 W,E19.orbi.fav.C44.pos.20170429.T.C854,PAIRED,PCR,GENOMIC,coral metagenome,Varadero_41,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:37:00Z,1,C854,Cartagena_Bay,Cartagena_Bay,SRP267486,Varadero_Cartagena_Bay,transplant_platform,yellow,44,31,y,posttransplantation,Varadero,Cartagena_Bay,2.5,alive
SRR12022495,AMPLICON,502,45390338,PRJNA639618,SAMN15241384,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",30668320,THE PENNSYLVANIA STATE UNIVERSITY,2017-04-29,1904-01-01T14:18:00,1,5,3,20170429,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",3.3,coral reef,not applicable,tissue,SRX8554465,orbicella,faveolata,C-853_S38_L001_R1_001.fastq.gz,C-853_S38_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Mouth of Cartagena Bay\, transplant platform",Orbicella faveolata,E19.orbi.fav.C18.pos.20170429.T,Illumina MiSeq,not applicable,not applicable,10.3012500 N 75.5773611 W,E19.orbi.fav.C18.pos.20170429.T.C853,PAIRED,PCR,GENOMIC,coral metagenome,Rosario_16,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:37:00Z,1,C853,Cartagena_Bay,Cartagena_Bay,SRP267486,Rosario_Cartagena_Bay,transplant_platform,orange,18,31,y,posttransplantation,Rosario,Cartagena_Bay,2.5,alive
SRR12022496,AMPLICON,302,24166946,PRJNA639618,SAMN15241177,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",8782564,THE PENNSYLVANIA STATE UNIVERSITY,2016-10-14,1904-01-01T10:00:00,1,4,5,20161014,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",3.5,coral reef,not applicable,tissue,SRX8554464,Orbicella,faveolata,C624_S134_L001_R1_001.fastq.gz,C624_S134_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Varadero reef\, transplant platform",Orbicella faveolata,E18.Orbi.fav.V50.pre.20161014.T,Illumina MiSeq,not applicable,not applicable,10.3064722 N 75.5855556 W,E18.Orbi.fav.V50.pre.20161014.T.C624,PAIRED,PCR,GENOMIC,coral metagenome,Varadero_46,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:37:00Z,1,C624,Varadero,Varadero,SRP267486,Varadero_pretransplantation,transplant_platform,yellow,50,30,y,pretransplantation,Varadero,pretransplantation,10,alive
SRR12022497,AMPLICON,502,34295134,PRJNA639618,SAMN15241383,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",22951698,THE PENNSYLVANIA STATE UNIVERSITY,2017-04-29,1904-01-01T14:18:00,1,5,3,20170429,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",3.3,coral reef,not applicable,tissue,SRX8554463,orbicella,faveolata,C-852_S37_L001_R1_001.fastq.gz,C-852_S37_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Mouth of Cartagena Bay\, transplant platform",Orbicella faveolata,E19.orbi.fav.C08.pos.20170429.T,Illumina MiSeq,not applicable,not applicable,10.3012500 N 75.5773611 W,E19.orbi.fav.C8.pos.20170429.T.C852,PAIRED,PCR,GENOMIC,coral metagenome,Rosario_6,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:37:00Z,1,C852,Cartagena_Bay,Cartagena_Bay,SRP267486,Rosario_Cartagena_Bay,transplant_platform,orange,8,31,y,posttransplantation,Rosario,Cartagena_Bay,2.5,alive
SRR12022498,AMPLICON,502,28684280,PRJNA639618,SAMN15241382,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",19378768,THE PENNSYLVANIA STATE UNIVERSITY,2017-04-29,1904-01-01T14:11:00,1,5,3,20170429,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",3.3,coral reef,not applicable,tissue,SRX8554462,orbicella,faveolata,C-851_S36_L001_R1_001.fastq.gz,C-851_S36_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Mouth of Cartagena Bay\, transplant platform",Orbicella faveolata,E19.orbi.fav.C23.pos.20170429.T,Illumina MiSeq,not applicable,not applicable,10.3012500 N 75.5773611 W,E19.orbi.fav.C23.pos.20170429.T.C851,PAIRED,PCR,GENOMIC,coral metagenome,Rosario_21,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:37:00Z,1,C851,Cartagena_Bay,Cartagena_Bay,SRP267486,Rosario_Cartagena_Bay,transplant_platform,orange,23,31,y,posttransplantation,Rosario,Cartagena_Bay,2.5,alive
SRR12022499,AMPLICON,502,36538070,PRJNA639618,SAMN15241381,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",24252123,THE PENNSYLVANIA STATE UNIVERSITY,2017-04-29,1904-01-01T14:06:00,1,5,3,20170429,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",3.3,coral reef,not applicable,tissue,SRX8554461,orbicella,faveolata,C-850_S35_L001_R1_001.fastq.gz,C-850_S35_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Mouth of Cartagena Bay\, transplant platform",Orbicella faveolata,E19.orbi.fav.C58.pos.20170429.T,Illumina MiSeq,not applicable,not applicable,10.3012500 N 75.5773611 W,E19.orbi.fav.C58.pos.20170429.T.C850,PAIRED,PCR,GENOMIC,coral metagenome,Varadero_56,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:37:00Z,1,C850,Cartagena_Bay,Cartagena_Bay,SRP267486,Varadero_Cartagena_Bay,transplant_platform,yellow,58,31,y,posttransplantation,Varadero,Cartagena_Bay,2.5,alive
SRR12022500,AMPLICON,502,43728216,PRJNA639618,SAMN15241380,"MIMARKS.specimen,MIGS/MIMS/MIMARKS.host-associated",28994203,THE PENNSYLVANIA STATE UNIVERSITY,2017-04-29,1904-01-01T14:03:00,1,5,3,20170429,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",3.3,coral reef,not applicable,tissue,SRX8554460,orbicella,faveolata,C-846_S34_L001_R1_001.fastq.gz,C-846_S34_L001_R2_001.fastq.gz,Colombia,South America,"Colombia: Cartagena\, Mouth of Cartagena Bay\, transplant platform",Orbicella faveolata,E19.orbi.fav.C73.pos.20170429.T,Illumina MiSeq,not applicable,not applicable,10.3012500 N 75.5773611 W,E19.orbi.fav.C73.pos.20170429.T.C846,PAIRED,PCR,GENOMIC,coral metagenome,Rosario_71,ILLUMINA,2020-06-16T00:00:00Z,2020-06-16T10:38:00Z,1,C846,Cartagena_Bay,Cartagena_Bay,SRP267486,Rosario_Cartagena_Bay,transplant_platform,orange,73,31,y,posttransplantation,Rosario,Cartagena_Bay,2.5,alive
